symbol,name,sector,subSector,headQuarter,dateFirstAdded,cik,founded,market_cap,date,stock_price,fmp_dcf_calc,margin_of_safety,% weight
ENPH,Enphase,Information Technology,Electronic Components,"Fremont, California",2021-01-07,0001463101,2006,23566436352,2022-05-04,174.53,175.4802632186746,0.0054446984396641996,0.000602519469718546
ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,23877040128,2022-05-04,117.53,119.72085003297146,0.018640772849242357,0.0006104606288998838
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,70691577856,2022-05-04,120.76,129.6795205479452,0.07386154809494201,0.0018073607467490394
EPAM,EPAM,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",2021-12-14,0001352010,1993,16970312704,2022-05-04,297.0,321.43499484823406,0.082272709926714,0.000433877386408668
EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,0000033185,1899,25083568128,2022-05-04,205.04,206.85796116504855,0.008866373220096363,0.0006413077455323009
EQIX,Equinix,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,0001101239,1998,65655844864,2022-05-04,721.32,738.3025240142814,0.023543675503634103,0.001678612932414076
EQR,Equity Residential,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,0000906107,1969,31279282176,2022-05-04,80.2,80.51884729667795,0.003975652078278607,0.000799712617909702
ESS,Essex,Real Estate,Residential REITs,"San Mateo, California",2014-04-02,0000920522,1971,21778954240,2022-05-04,322.1,322.995865018726,0.0027813257333933533,0.000556819188260326
EL,Estée Lauder Companies,Consumer Staples,Personal Products,"New York City, New York",2006-01-05,0001001250,1946,88059928576,2022-05-04,245.52,258.98550787615426,0.054844851238816585,0.0022514147101651933
ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,"New York City, New York",2020-09-21,0001370637,2005,12785505280,2022-05-04,100.53,105.84891409823791,0.05290872474125049,0.0003268850557770267
RE,Everest,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,0001095073,1973,11026898944,2022-05-04,279.53,316.18939853450024,0.1311465622097817,0.0002819230368623396
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,0001711269,1909,15451850752,2022-05-04,67.38,67.49381407471763,0.0016891373511077165,0.0003950551021887977
ES,Eversource,Utilities,Multi-Utilities,"Hartford, Connecticut",2009,0000072741,1966,29905391616,2022-05-04,86.72,86.91373035724959,0.002233975521789577,0.0007645865683323222
EXC,Exelon,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,0001109357,2000,45762596864,2022-05-04,46.69,47.89612244897959,0.025832564767179093,0.0011700053068524662
EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,0001324424,1996,24443111424,2022-05-04,150.31,175.93009223482488,0.17044835496523772,0.0006249332870478716
EXPD,Expeditors,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,0000746515,1979,17183404032,2022-05-04,102.65,112.74455182481752,0.09833952094318085,0.0004393254597630971
EXR,Extra Space Storage,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,0001289490,1977,25775409152,2022-05-04,183.09,183.5979847001516,0.0027745081662112077,0.0006589959390582024
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,0000034088,1999,372661846016,2022-05-04,88.19,89.78137700545396,0.018044869094613492,0.009527788355104407
FFIV,F5,Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,0001048695,1996,10521070592,2022-05-04,173.22,182.68555769168105,0.0546447159201077,0.00026899060083919934
FDS,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",2021-12-20,0001013237,1978,15128700928,2022-05-04,399.21,416.88863624578687,0.044284051616409636,0.0003867931801192949
FAST,Fastenal,Industrials,Building Products,"Winona, Minnesota",2008-09-15,0000815556,1967,31548966912,2022-05-04,54.81,55.219146024597265,0.007464806141165165,0.0008066076062608837
FRT,Federal Realty,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,0000034903,1962,9373341696,2022-05-04,118.12,120.21559507806845,0.01774123838527296,0.00023964679189543067
FDX,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,0001048911,1971,51690459136,2022-05-04,199.44,225.7910132321537,0.13212501620614567,0.0013215620538863427
FITB,Fifth Third Bank,Financials,Regional Banks,"Cincinnati, Ohio",,0000035527,1858,26277021696,2022-05-04,38.31,42.60227619664761,0.11204062116020898,0.0006718205901637312
FRC,First Republic,Financials,Regional Banks,"San Francisco, California",2019-01-02,0001132979,1985,27578042368,2022-05-04,153.55,225.4777777777778,0.4684322877093961,0.0007050835864724531
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",,0001031296,1997,24630005760,2022-05-04,43.14,45.82256880733945,0.06218286526053431,0.0006297115859191205
FIS,FIS,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",2006-11-10,0001136893,1968,60847128576,2022-05-04,99.63,102.83574162679426,0.032176469203997436,0.00155566921938948
FISV,Fiserv,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",2001-04-02,0000798354,1984,64513191936,2022-05-04,99.44,100.68682693743467,0.012538484889729244,0.0016493988999669311
FLT,Fleetcor,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",2018-06-20,0001175454,2000,19381301248,2022-05-04,248.84,266.99694729800757,0.07296635307027634,0.0004955187613425191
FMC,FMC,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,0000037785,1883,15547785216,2022-05-04,123.5,127.45712098009189,0.03204146542584523,0.0003975078439403993
F,Ford,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,0000037996,1903,58527854592,2022-05-04,14.56,19.729896803423106,0.35507532990543306,0.0014963726965678144
FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,0001262039,2000,47342493696,2022-05-04,286.53,294.4240754039497,0.02755060693103594,0.001210398287242387
FTV,Fortive,Industrials,Industrial Machinery,"Everett, Washington",2016-07-01,0001659166,2016,21359917056,2022-05-04,59.59,61.91557479420948,0.03902625934233059,0.0005461057287399771
FBHS,Fortune Brands,Industrials,Building Products,"Deerfield, Illinois",2016-06-22,0001519751,2011,9785737216,2022-05-04,73.94,77.34040008898303,0.04598864064083086,0.00025019044500926334
FOXA,Fox Corporation (Class A),Communication Services,Movies & Entertainment,"New York City, New York",2013-07-01,0001754301,2019,19749967872,2022-05-04,36.24,46.13243697478992,0.27297011519839726,0.0005049444044680888
FOX,Fox Corporation (Class B),Communication Services,Movies & Entertainment,"New York City, New York",2015-09-18,0001754301,2019,19761156096,2022-05-04,33.63,43.52243697478992,0.29415512859916493,0.0005052304520779559
BEN,Franklin Templeton,Financials,Asset Management & Custody Banks,"San Mateo, California",,0000038777,1947,12829267968,2022-05-04,25.55,35.0224826742764,0.37074296181120925,0.00032800392972017937
FCX,Freeport-McMoRan,Materials,Copper,"Phoenix, Arizona",,0000831259,1912,58227941376,2022-05-04,40.15,45.59399460188934,0.1355913973073311,0.001488704861297058
AJG,Gallagher,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,0000354190,1927,34768355328,2022-05-04,165.51,167.57410729666543,0.01247119386541865,0.00088891721693996
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,0001121788,1989,21589442560,2022-05-04,111.79,119.5966546809453,0.06983321120802666,0.0005519739721557969
IT,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",2017-04-05,0000749251,1979,22817861632,2022-05-04,281.13,289.9083631363357,0.031225280604473778,0.0005833807744740768
GE,GE,Industrials,Industrial Conglomerates,"Boston, Massachusetts",,0000040545,1892,85477253120,2022-05-04,77.66,92.02247723132969,0.18494047426383842,0.0021853838422409406
GNRC,Generac,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin",2021-03-22,0001474735,1959,14936228864,2022-05-04,234.17,236.46309237573826,0.009792425911680697,0.0003818722763303318
GD,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",1957-03-04,0000040533,1899,64810790912,2022-05-04,233.38,239.09275837491091,0.024478354507288195,0.001657007567417964
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1969-03-31,0000040704,1856,41944064000,2022-05-04,69.65,72.08127120012922,0.034906980619227805,0.0010723774618123796
GPC,Genuine Parts,Consumer Discretionary,Specialty Stores,"Atlanta, Georgia",1973-12-31,0000040987,1925,18657974272,2022-05-04,131.77,136.72559592569738,0.03760792233207381,0.00047702557130296295
GILD,Gilead,Health Care,Biotechnology,"Foster City, California",2004-07-01,0000882095,1987,75761811456,2022-05-04,60.33,64.559793977813,0.0701109560386707,0.0019369906328460052
GL,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",1989-04-30,0000320335,1900,9822579712,2022-05-04,99.04,99.95151528856408,0.009203506548506414,0.0002511323914631719
GPN,Global Payments,Information Technology,Data Processing & Outsourced Services,"Atlanta, Georgia",2016-04-25,0001123360,2000,36075270144,2022-05-04,128.07,134.83670301907304,0.05283597266395759,0.0009223309079258185
GM,GM,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",2013-06-06,0001467858,1908,58242105344,2022-05-04,39.94,53.618936605316975,0.342487145851702,0.001489066989298127
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,"New York City, New York",2002-07-22,0000886982,1869,107569356800,2022-05-04,314.66,1055.5058699971614,2.354432943485544,0.0027502092742843
GWW,Grainger,Industrials,Industrial Machinery,"Lake Forest, Illinois",1981-06-30,0000277135,1927,24732952576,2022-05-04,483.99,488.6068582375479,0.009539160390809496,0.0006323436114005748
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,0000045012,1919,33075458048,2022-05-04,36.67,40.07492170022371,0.0928530597279441,0.0008456351713986534
HIG,Hartford (The),Financials,Property & Casualty Insurance,"Hartford, Connecticut",1957-03-04,0000874766,1810,23371204608,2022-05-04,70.67,71.26317129629629,0.008393537516574083,0.0005975280096135852
HAS,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1984-09-30,0000046080,1923,12852368384,2022-05-04,92.17,99.31919231719907,0.07756528498642798,0.0003285945345189154
HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",2015-01-27,0000860730,1968,65326489600,2022-05-04,216.3,220.52287219336156,0.019523218647071443,0.0016701923568102704
PEAK,Healthpeak,Real Estate,Health Care REITs,"Long Beach, California",2008-03-31,0000765880,1985,17825081344,2022-05-04,33.04,33.3334566582868,0.008881860117639228,0.00045573112534536285
HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,0001000228,1932,11330979840,2022-05-04,82.08,82.90260606398705,0.010022003703545961,0.00028969742656950086
HSY,Hershey's,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,0000047111,1894,45247492096,2022-05-04,220.07,221.71289988789806,0.007465351424083555,0.001156835702121859
HES,Hess,Energy,Integrated Oil & Gas,"New York City, New York",1984-05-31,0000004447,1919,33261565952,2022-05-04,106.86,115.6116129032258,0.08189793096786267,0.0008503933636833767
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",2015-11-02,0001645590,2015,20139169792,2022-05-04,15.49,18.49451127819549,0.19396457573889533,0.0005148950703621259
HLT,Hilton,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",2017-06-19,0001585689,1919,41592913920,2022-05-04,148.96,154.03829181494663,0.034091647522466594,0.0010633996614851243
HOLX,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,0000859737,1985,18237231104,2022-05-04,73.13,77.63624937429248,0.06161970975376016,0.00046626849515090627
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,0000354950,1978,315136507904,2022-05-04,304.96,307.1334693877551,0.007127063837077386,0.008057046843875416
HON,Honeywell,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1964-03-31,0000773840,1906,135067369472,2022-05-04,197.04,212.908809730669,0.08053598117473101,0.003453246753773269
HRL,Hormel,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,0000048465,1891,28154597376,2022-05-04,51.66,52.78043902260857,0.021688715110502754,0.0007198242800798789
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,0001070750,1993,14201674752,2022-05-04,19.88,21.016139659298886,0.05714988225849535,0.0003630920438237629
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",1964-03-31,0000004281,2016,14612629504,2022-05-04,34.99,36.62898548792396,0.04684154009499745,0.00037359886104274995
HPQ,HP,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,0000047217,1939,39943786496,2022-05-04,37.92,41.44377049180328,0.09292643702012858,0.0010212366731501288
HUM,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",,0000049071,1961,54870134784,2022-05-04,433.78,460.0095588735355,0.06046742328723213,0.0014028563343067826
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2018-01-03,0001501585,2011,8604788736,2022-05-04,214.76,230.31831265508686,0.07244511387170267,0.00021999731604794982
HBAN,Huntington National Bank,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",,0000049196,1866,19414403072,2022-05-04,13.49,19.305142576204524,0.43107061350663634,0.0004963650706081754
IEX,IDEX,Industrials,Industrial Machinery,"Lake Forest, Illinois",2019-08-09,0000832101,1988,14546671616,2022-05-04,191.14,202.336335078534,0.05857661964284828,0.00037191252581972664
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,0000874716,1983,36715810816,2022-05-04,435.96,437.6285995471977,0.003827414320574694,0.0009387075132072466
ITW,Illinois Tool Works,Industrials,Industrial Machinery,"Glenview, Illinois",1986-02-28,0000049826,1912,63689977856,2022-05-04,204.2,209.05378258105532,0.023769748193219038,0.0016283519116341216
ILMN,Illumina,Health Care,Life Sciences Tools & Services,"San Diego, California",2015-11-19,0001110803,1998,47236362240,2022-05-04,300.7,308.75228758169936,0.02677847549617351,0.001207684840557685
INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,0000879169,1991,17081863168,2022-05-04,77.18,86.77177431410583,0.1242779776380645,0.0004367293800411475
IR,Ingersoll Rand,Industrials,Industrial Machinery,"Davidson, North Carolina",2020-03-03,0001699150,1859,18444232704,2022-05-04,45.21,50.25086021505376,0.11149878821176204,0.0004715608733620186
INTC,Intel,Information Technology,Semiconductors,"Santa Clara, California",1976-12-31,0000050863,1968,184250335232,2022-05-04,45.06,46.200595463137994,0.02531281542694166,0.0047107001084628385
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2007-09-26,0001571949,2000,64158711808,2022-05-04,114.48,115.55243816254416,0.009367908477849051,0.001640335960812357
IBM,IBM,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,0000051143,1911,118780329984,2022-05-04,132.52,139.87098231524885,0.05547073887148236,0.0030368385090552698
IP,International Paper,Materials,Paper Packaging,"Memphis, Tennessee",1957-03-04,0000051434,1898,17552257024,2022-05-04,46.82,50.12020387359837,0.07048705411359185,0.0004487558677307862
IPG,Interpublic Group,Communication Services,Advertising,"New York City, New York",1992-10-01,0000051644,1961,13077518336,2022-05-04,33.22,41.39908954477239,0.24620979966202253,0.0003343509088667358
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",1976-03-31,0000051253,1958,31053414400,2022-05-04,121.9,124.84238683127572,0.02413770985459977,0.0007939378910655868
INTU,Intuit,Information Technology,Application Software,"Mountain View, California",2000-12-05,0000896878,1983,121846718464,2022-05-04,430.84,440.2246153846154,0.021782135791977103,0.003115236393797986
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,"Sunnyvale, California",2008-06-02,0001035267,1995,85471248384,2022-05-04,238.11,241.62935659760086,0.014780381326281327,0.0021852303200750735
IVZ,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,0000914208,1935,8750130176,2022-05-04,19.23,22.927513513513514,0.1922783938384562,0.00022371323838974667
IPGP,IPG Photonics,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",2018-03-07,0001111928,1990,5612590080,2022-05-04,106.82,119.96861857964028,0.12309135536079653,0.0001434962311754946
IQV,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",2017-08-29,0001478242,1982,41084907520,2022-05-04,215.2,222.34061683220074,0.03318130498234549,0.001050411539642271
IRM,Iron Mountain,Real Estate,Specialized REITs,"Boston, Massachusetts",2009-01-06,0001020569,1951,15274843136,2022-05-04,52.57,53.4492095540854,0.01672454925024537,0.00039052957557393414
JBHT,J.B. Hunt,Industrials,Trucking,"Lowell, Arkansas",2015-07-01,0000728535,1961,18096023552,2022-05-04,172.7,176.04439197832795,0.01936532703143001,0.00046265826329062445
JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",2018-11-13,0000779152,1976,14006432768,2022-05-04,192.33,193.0039802796796,0.003504290956582941,0.00035810032191429
J,Jacobs,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,0000052988,1947,17909477376,2022-05-04,138.6,146.38550593364755,0.05617248148374861,0.0004578888657727853
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,0000200406,1886,468834910208,2022-05-04,178.29,183.70772625280478,0.030387157175415243,0.011986630361280441
JCI,Johnson Controls,Industrials,Building Products,"Cork, Ireland",2010-08-27,0000833444,1885,43484098560,2022-05-04,61.91,63.762725003466926,0.02992610246271894,0.001111751289597788
JPM,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",1975-06-30,0000019617,2000,361351413760,2022-05-04,123.03,362.98400660750144,1.9503698822035394,0.009238616265468787
JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,0001043604,1996,10418977792,2022-05-04,32.3,35.08616732105104,0.0862590501873389,0.0002663804098540502
K,Kellogg's,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",1989-09-11,0000055067,1906,22731962368,2022-05-04,66.97,67.8022446230239,0.012427125922411478,0.0005811846011442852
KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,0000091576,1825,18377564160,2022-05-04,19.71,20.663610454829364,0.048382062649891575,0.0004698563689058589
KEYS,Keysight,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,0001601046,2014,26009686016,2022-05-04,142.93,153.90326203208556,0.07677367964797843,0.0006649856597676139
KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,0000055785,1872,46259941376,2022-05-04,137.3,138.08832116788324,0.00574159627008904,0.0011827208378373721
KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,0000879101,1958,15480975360,2022-05-04,25.05,25.704424748477173,0.026124740458170554,0.0003957997265819733
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,0001506307,1997,42356342784,2022-05-04,18.68,19.182867225408028,0.026920087013277753,0.001082918130354775
KLAC,KLA,Information Technology,Semiconductor Equipment,"Milpitas, California",,0000319201,1975/1977,50338811904,2022-05-04,334.0,343.2295270752781,0.027633314596641017,0.0012870046960700404
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,0001637459,2015,51910840320,2022-05-04,42.38,45.16721682847896,0.0657672682510373,0.001327196505872901
KR,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,0000056873,1883,39630049280,2022-05-04,54.79,57.05211180124223,0.0412869465457608,0.0010132154017881035
LHX,L3Harris,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,0000202058,2019,45857542144,2022-05-04,237.53,242.31150406504065,0.02013010594468341,0.0011724327582882039
LH,LabCorp,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,0000920148,1978,22856980480,2022-05-04,245.31,260.4146153846154,0.06157358193557289,0.0005843809200710143
LRCX,Lam Research,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,0000707549,1980,67330879488,2022-05-04,485.39,548.6667409854115,0.13036267946478397,0.0017214382861645608
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,0001679273,2016,9540725760,2022-05-04,66.05,71.3763086335826,0.08064055463410445,0.00024392627462986865
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,0001300514,1988,27832227840,2022-05-04,36.43,38.85670157068063,0.06661272497064583,0.0007115823075141943
LDOS,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,0001336920,1969,13977781248,2022-05-04,102.52,107.60391608391609,0.049589505305463265,0.00035736779288957115
LEN,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,0000920760,1954,22968901632,2022-05-04,79.19,88.7191247570219,0.12033242526861856,0.00058724239102683
LLY,Lilly,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,0000059478,1876,274342608896,2022-05-04,288.07,292.25841678174714,0.01453957989984084,0.007014075474300221
LNC,Lincoln Financial,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1976-06-30,0000059558,1905,10727717888,2022-05-04,62.41,76.44627771628814,0.22490430566076175,0.0002742739206141947
LIN,Linde,Materials,Industrial Gases,"Guildford, England",1992-07-01,0001707925,1879,159437012992,2022-05-04,314.01,319.41934131736525,0.017226653028136876,0.004076301698168979
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,0001335258,2010,22614558720,2022-05-04,99.43,121.25627466260114,0.2195139762908693,0.0005781829600527172
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,0001065696,1998,14477492224,2022-05-04,50.8,51.72963019482171,0.01829980698467937,0.000370143826897212
LMT,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1984-07-31,0000936468,1995,115695337472,2022-05-04,434.77,447.58650071123753,0.029478806521235485,0.0029579649778750587
L,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",,0000060086,1959,15471079424,2022-05-04,62.79,65.20352506801399,0.038438048542984375,0.00039554671870152715
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,0000060667,1904/1946/1959,133301837824,2022-05-04,201.63,203.250886981402,0.00803891772753067,0.003408107676467082
LUMN,Lumen,Communication Services,Alternative Carriers,"Monroe, Louisiana",1999-03-25,0000018926,1983,10751031296,2022-05-04,10.41,10.741101980345263,0.03180614604661509,0.0002748699709467814
LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,0001489393,2007,36335951872,2022-05-04,110.92,115.32718562874251,0.039733011438356565,0.000928995717750005
MTB,M&T Bank,Financials,Regional Banks,"Buffalo, New York",2004-02-23,0000036270,1856,30633058304,2022-05-04,170.23,505.67918951650466,1.9705644687570036,0.0007831907111240856
MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,0000101778,1887,18862227456,2022-05-04,26.25,26.986040609137056,0.028039642252840242,0.0004822476811830408
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2011-07-01,0001510295,2009,51751882752,2022-05-04,92.65,100.80254237288136,0.08799290202786136,0.0013231324620714298
MKTX,MarketAxess,Financials,Financial Exchanges & Data,"New York City, New York",2019-07-01,0001278021,2000,10029407232,2022-05-04,265.08,280.68297818791945,0.05886139349599918,0.00025642031899757937
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",,0001048286,1927,56628031488,2022-05-04,173.04,177.2701852414212,0.0244462854913384,0.0014478002101687847
MMC,Marsh & McLennan,Financials,Insurance Brokers,"New York City, New York",1987-08-31,0000062709,1905,79995052032,2022-05-04,159.38,162.84245059288537,0.021724498637754896,0.0020452212464587456
MLM,Martin Marietta,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,0000916076,1993,22853730304,2022-05-04,366.48,370.62102564102565,0.011299458745431224,0.0005842978233188892
MAS,Masco,Industrials,Building Products,"Livonia, Michigan",1981-06-30,0000062996,1929,12714806272,2022-05-04,53.89,57.579243027888445,0.06845876837796334,0.00032507750506492375
MA,Mastercard,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,0001141391,1966,365690028032,2022-05-04,357.79,365.16673956262423,0.020617511843886663,0.009349540952232338
MTCH,Match Group,Communication Services,Interactive Media & Services,"Dallas, Texas",2021-09-20,0000891103,1986,22562738176,2022-05-04,79.02,81.59258692984089,0.032556149453820495,0.0005768580721390316
MKC,McCormick,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",2003-03-20,0000063754,1889,26219884544,2022-05-04,97.73,99.03307521304187,0.013333420782173998,0.0006703597733473887
MCD,McDonald's,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,0000063908,1940,181846671360,2022-05-04,245.87,252.13556679084618,0.025483250461000445,0.004649246002296457
MCK,McKesson,Health Care,Health Care Distributors,"Irving, Texas",,0000927653,1833,46109323264,2022-05-04,307.81,346.90090909090907,0.12699687823952785,0.0011788700076305154
MDT,Medtronic,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,0001613103,1949,138326179840,2022-05-04,103.11,105.7636189069424,0.025735805517819788,0.00353656425946284
MRK,Merck,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1957-03-04,0000310158,1891,220219277312,2022-05-04,87.1,90.3,0.03673938002296215,0.005630312543057323
FB,Meta,Communication Services,Interactive Media & Services,"Menlo Park, California",2013-12-23,0001326801,2004,573821026304,2022-05-04,212.03,217.83657572577823,0.027385632815064995,0.014670794316031424
MET,MetLife,Financials,Life & Health Insurance,"New York City, New York",,0001099219,1868,54983196672,2022-05-04,66.64,89.69843110190936,0.3460148724776315,0.0014057469702852409
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",2016-09-06,0001037646,1945,30337701888,2022-05-04,1334.37,1338.5717885012252,0.0031488931115247927,0.0007756393788611918
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,0000789570,1986,17783351296,2022-05-04,40.85,50.56274950177091,0.23776620567370643,0.0004546642195978523
MCHP,Microchip,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,0000827054,1989,37913026560,2022-05-04,68.19,68.70736881005173,0.007587165420908276,0.0009693165448164044
MU,Micron,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,0000723125,1978,79573901312,2022-05-04,71.26,78.0636809815951,0.09547685912987781,0.0020344537504871094
MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,0000789019,1975,2107441020928,2022-05-04,281.78,283.32416403785487,0.005480034203473981,0.05388062189066988
MAA,Mid-America Apartments,Real Estate,Residential REITs,"Memphis, Tennessee",2016-12-02,0000912595,1977,22507669504,2022-05-04,189.73,229.65132751091704,0.210411255525837,0.0005754501398341234
